id,year,name,yrfound,plfound,aims,activities,orgtype,direct_promotion,ltrcode,democracy,cat1,demcat1,demcat_rob,demsocialism,christdem,Afghanistan,Albania,Algeria,AmericanSamoa,Andorra,Angola,AntiguaandBarbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,BahamasThe,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,BosniaandHerzegovina,Botswana,Brazil,BritishVirginIslands,BruneiDarussalam,Bulgaria,BurkinaFaso,Burundi,CaboVerde,Cambodia,Cameroon,Canada,CaymanIslands,CentralAfricanRepublic,Chad,ChannelIslands,Chile,China,Colombia,Comoros,CongoDemRep,CongoRep,CostaRica,CotedIvoire,Croatia,Cuba,Curacao,Cyprus,CzechRepublic,Czechoslovakia,Denmark,Djibouti,Dominica,DominicanRepublic,Ecuador,EgyptArabRep,ElSalvador,EquatorialGuinea,Eritrea,Estonia,Eswatini,Ethiopia,FaroeIslands,Fiji,Finland,France,FrenchPolynesia,Gabon,GambiaThe,Georgia,Germany,GermanyDR,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,GuineaBissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,IranIslamicRep,Iraq,Ireland,IsleofMan,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,KoreaDemPeoplesRep,KoreaRep,Kuwait,KyrgyzRepublic,LaoPDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MacaoSARChina,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,MarshallIslands,Mauritania,Mauritius,Mexico,MicronesiaFedSts,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,NewCaledonia,NewZealand,Nicaragua,Niger,Nigeria,NorthMacedonia,NorthernMarianaIslands,Norway,Oman,Pakistan,Palau,Panama,PapuaNewGuinea,Paraguay,Peru,Philippines,Poland,Portugal,PuertoRico,Qatar,Romania,RussianFederation,Rwanda,Samoa,SanMarino,SaoTomeandPrincipe,SaudiArabia,Senegal,Serbia,Seychelles,SierraLeone,Singapore,SintMaartenDutchpart,SlovakRepublic,Slovenia,SolomonIslands,Somalia,SouthAfrica,SouthSudan,Spain,SriLanka,StKittsandNevis,StLucia,StMartinFrenchpart,StVincentandtheGrenadines,Sudan,Suriname,Sweden,Switzerland,SyrianArabRepublic,Tajikistan,Tanzania,Thailand,TimorLeste,Togo,Tonga,TrinidadandTobago,Tunisia,Turkey,Turkmenistan,TurksandCaicosIslands,Tuvalu,Uganda,Ukraine,UnitedArabEmirates,UnitedKingdom,UnitedStates,Uruguay,Uzbekistan,Vanuatu,VenezuelaRB,Vietnam,VirginIslandsUS,YemenPDR,YemenAR,Yemen,Zambia,Zimbabwe,cties1,cties2,dirdem,cties3
D6670,1985,Federation of Latin American Journalists,1976,Mexico,Defend the freedom of the press and of access to information; improve working conditions; contribute to friendship among the peoples of Latin America and the Caribbean; show solidarity with journalists who are persecuted,,D,1,,0,Press,Civil liberties,Civil liberties,0,0,0,0,0,0,,0,0,1,,0,0,0,,0,0,0,0,,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,1,0,0,,0,0,0,0,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,,0,1,0,0,0,0,,0,0,21,21,,
E0141,1985,Confederation of ASEAN Journalists (CAJ),1975,Indonesia,"Cooperate fully in advancing journalism; promote a healthy, free and responsible press in ASEAN countries",,E,1,,0,Press,Civil liberties,Civil liberties,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,6,6,,
E2248,1985,International Mauthausen Committee,1953,Austria,Safeguard the interests of former prisoners of the Mauthausen concentration camp and their families; oppose fascism and Nazism in all forms,Collaborates with International Committees of other Nazi concentration camps,E,0,,0,Anti-Authoritarian,"Democracy, general","Democracy, general",0,0,0,0,0,0,,0,0,0,,0,0,1,,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,16,16,,
E9463,1985,International Sachsenhausen Committee,1964,Germany,Commemorate the victims of the concentration camp at Sachsenhausen; promote peace and friendship between peoples so as to avoid all return to fascism,,E,0,,0,Anti-Authoritarian,"Democracy, general","Democracy, general",0,0,0,0,0,0,,0,0,0,,0,0,1,,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,0,1,0,0,,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,1,0,0,,0,0,0,0,0,0,,0,0,19,19,,
F1007,1985,Hansard Society for Parliamentary Government,1944,United Kingdom,Promote parliament and political awareness,Organizes conferences for young people in the UK and international conferences; promotes research on controversial aspects of modern democratic government and unbiased political education in schools and institutes of further education,F,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,,0,0,0,,0,1,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0,0,0,,0,1,1,0,,0,0,0,0,0,0,,0,0,12,12,1,12
F3454,1985,World Anti-Communist League (WACL),1966,South Korea,"Fight, and strive to remove, all forms of totalitarianism, including communism, whenever they may be found; uphold human rights, especially liberty, freedom of religious belief, social justice and the self-determination of all peoples.","Regional bodies (5): Organization for African freedom (OAF) assaulted campaigns against communism and aggression in Africa and organizes its own programs; Asian peoples' anti-Communist league (APACL), from which WACL derives; European counsel for world freedom (EC WF); North American regional WACL organization (NARWACL); Latin American anti-communist confederation (CAL).",F,1,y,0,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,,0,0,1,,0,1,1,,0,0,0,0,,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,,0,0,0,,0,1,0,0,1,1,0,1,0,,,0,0,0,0,0,1,0,0,0,,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,,1,0,0,1,0,,0,,1,1,1,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,,,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,,0,1,1,1,,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0,1,1,,0,1,0,0,0,0,0,0,1,1,0,,0,1,0,0,0,1,0,1,,0,0,0,,1,1,1,1,,0,1,0,0,0,0,,0,0,58,58,,
B0054,1990,Amnesty International (AI),1961,United Kingdom,"Secure the immediate and unconditional release of all prisoners of conscience (men and women detained anywhere for their beliefs, colour, sex, ethnic origin, language or religion, provided they have not used or advocated violence); ensure fair and prompt trials for all political prisoners; abolish torture and execution or other cruel, inhuman or degrading treatment or punishment of all prisoners without reservation.","Conducts impartial research and organizes worldwide action by local members on behalf of prisoners held in countries other than their own. Local groups appeal for release of prisoners of conscience, join campaigns highlighting political imprisonment and detention without charge or trial and participate in urgent action networks to bring immediate pressure in cases where torture, 'disappearance' or execution are feared. Observers are sent to observe trials and missions, visit countries to interview prisoners and hold talks with government officials. Organizes 'Amnesty International Week' each Oct; publicizes three 'Prisoners of the Month' each month to be the focus of postal campaigns for their release. Conference for the Abolition of Torture, 1973; Conference for the Abolition of the Death Penalty, 1977; International Conference on Extrajudicial Executions 1982. Amnesty International received the Nobel Peace Prize in 1977 for its contribution to 'securing the journal for freedom, for justice, and thereby also for peace in the world'. In 1978, on the occasion of the 20th anniversary of the Universal Declaration of Human Rights, AI was awarded the United Nations Human Rights Prize for 'outstanding achievements in the field of human rights'.",B,1,,0,Political Rights/Liberties/Freedoms,Civil liberties,Civil liberties,0,0,0,1,1,0,,0,0,1,,1,1,1,,1,1,1,1,,1,1,1,1,0,0,,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,,1,0,1,,1,1,0,1,1,1,1,0,0,,,1,0,1,1,1,1,1,0,0,,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,,0,0,0,1,1,,0,,1,0,0,0,0,,1,1,0,0,1,0,0,1,0,0,1,1,0,,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,,0,1,1,1,,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,,,0,1,1,,1,1,1,0,0,1,1,1,1,1,1,,1,1,0,1,0,1,1,1,,0,0,1,,1,1,1,1,,0,1,0,0,1,1,,1,1,132,132,,
B0111,1990,Association for the Promotion of the International Circulation of the Press (DISTRIPRESS),1955,Germany,Assist in the promotion of the freedom of the press throughout the world; support and aid all national and international action promoting the free flow of ideas by word and image and intervention against all measures which hinder or aim to prevent such a free flow; further the interests of the press distribution trade,Annual Congresses. Special regional Conventions (every 3 years). Working Committees investigate matters of common interest. Working Committees (6): Membership; Marketing; New Technologies Development; Tax; Transport; Europe 1992. Organizes seminars. Intervenes directly or through national or international authorities when free international circulation of the press is held up or hindered.,B,1,,0,Press,Civil liberties,Civil liberties,0,0,0,0,0,0,,0,0,1,,0,1,1,,0,1,1,0,,1,0,0,1,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,,0,0,1,,0,1,1,0,0,1,1,0,0,,,0,0,0,0,1,1,1,1,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,,1,0,0,1,1,,0,,1,0,0,1,1,,1,0,0,0,1,0,0,1,0,0,1,1,0,,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,0,1,0,1,,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,,,0,0,1,,1,0,0,0,0,0,0,0,1,1,1,,1,1,0,0,0,0,1,1,,0,0,0,,1,1,1,0,,0,1,0,0,0,0,,0,0,80,80,,
B1152,1990,International Alliance of Women (IAW),1902,United States,"Secure all such reforms as are necessary to establish a real equality of liberties, status, and opportunities between men and women in all spheres of life; urge women to accept their responsibilities and use their rights and influence in public life to ensure that the status of every individual, without distinction of sex, race, or creed, shall be based on respect for human personality, the only guarantee for individual freedom; take part in constructive work for good understanding between nations.",Cooperates with other NGOs and with the United Nations specialized agencies on: peace; nationality of married women; equal pay and discrimination in employment; discrimination in education; slavery and suppression of traffic in persons; elimination of discrimination against women; better family living; equal access to technology; violence against women in the family. Congresses; regional seminars with follow-up workshops and projects.,B,1,,0,Legal Equality,Rule of law,Rule of law,0,0,0,0,0,0,,0,0,0,,0,1,0,,1,0,1,1,,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,1,,0,1,0,0,0,0,1,0,0,,,1,1,0,0,1,1,0,0,0,,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,,0,0,0,0,0,,0,,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,,0,1,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,0,0,0,,0,1,0,0,0,0,0,0,1,1,0,,0,1,0,1,0,1,1,1,,0,0,0,,0,1,1,0,,0,0,0,0,0,0,,1,0,57,57,,
B1270,1990,International Association of Democratic Lawyers (IADL),1946,France,"Facilitate contact and exchange among lawyers in order to develop a spirit of mutual understanding and fraternity; encourage study of legal science and international law and support democratic principles favourable to maintenance of peace and cooperation between nations; promote independence of all peoples, and oppose any restriction thereof, whether by legislation or practice.",Research on legal problems; study and practice of the principles of democracy making for the maintenance of peace and cooperation between nations; defence and development of democratic rights and liberties in legislation and in the practice of law. Organizes international commission of enquiry and conferences on specific topics such as: the new economic order; racism and apartheid; human rights; decolonization and self-determination.,B,1,y,1,Lawyers,Rule of law,Rule of law,0,0,0,1,1,0,,0,0,1,,0,1,1,,0,0,1,0,,1,0,0,0,0,1,,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,,1,0,1,,1,1,0,0,1,1,1,1,0,,,0,0,0,0,1,1,0,0,0,,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,,0,0,1,0,1,,1,,1,0,0,1,0,,1,0,1,0,0,0,1,0,0,0,0,1,0,,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,,0,0,0,1,,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,,,0,0,1,,0,1,0,0,0,0,1,0,1,1,1,,0,0,0,0,0,0,1,0,,0,0,0,,0,1,1,1,,0,1,1,0,1,0,,0,0,81,81,1,81
B1396,1990,International Bar Association (IBA),1947,United States,"Establish and maintain permanent relations and exchanges between bar associations and law societies and their members throughout the world; discuss problems of professional organization and status; advance the science of jurisprudence in all its phases; by common study of practical legal problems, promote uniformity and definition in appropriate fields of law; promote the administration of justice under law among peoples of the world; in execution of these objects promote in their legal aspects the principles and aims of the United Nations and cooperate with, and promote coordination among, international juridical organizations having similar purposes.","Extensive work in all aspects of law of interest to the international practising lawyers. 'Section on Business Law' (26 Committees) formed 1970.  'Section on General Practice' (22 Committees) formed 1974. 'Section on Energy and Natural Resources' (6 Committees) formed 1983. Standing Committees: Arab Region Credentials; Confidentiality; Finance; General Professional Programme; Human Rights; International Liaison with Legal Organisations; Membership; Nominations; Professional Ethics. Organizes national, regional and international conferences and seminars.",B,0,,0,Lawyers,Rule of law,Rule of law,0,0,0,0,1,0,,1,1,1,,0,1,1,,1,1,1,1,,1,0,0,1,0,1,,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,,1,0,1,,0,1,0,0,1,1,1,1,0,,,1,1,0,1,1,1,0,0,0,,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,1,,0,,1,1,1,1,1,,1,0,1,1,1,0,0,1,0,1,1,1,0,,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,,0,1,1,1,,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,,,0,0,1,,1,1,1,1,0,0,1,0,1,1,1,,1,1,0,0,0,0,1,1,,0,0,0,,1,1,1,1,,1,1,0,1,1,0,,1,1,121,121,,
B1550,1990,International Commission of Jurists (ICJ),1952,Germany,"Support and advance those principles of justice which constitute the basis of the Rule of Law; mobilize jurists of the world in support of the Rule of Law through public meetings, conferences and congresses, publications, and other appropriate types of activities; give aid and encouragement to those who are denied the rule of law.","World equiry into definition of the Rule of Law; observers at trials; reports on situations in various countries all over the world; missions and visits to different countries; participation in UN seminars; international exchanges; activities for law students and young lawyers; promoting legal services in rural areas and independence of judges and lawyers in Asia, Africa, Latin America and the Caribbean. ICJ was awarded: the first European Human Rights Prize, 1980; Wateler Peace Prize, 1984; Erasmus Prize, 1989.",B,1,,0,Rule of Law,Rule of law,Rule of law,0,0,0,0,0,0,,0,0,1,,0,1,1,,0,0,1,0,,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,1,,0,1,0,0,0,1,0,0,0,,,0,0,0,0,1,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,,1,0,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,0,1,0,1,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,1,,1,1,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,1,1,0,,0,0,0,,0,1,1,1,,0,0,0,0,0,0,,1,0,45,45,,
B1763,1990, International Council of Women (ICW),1888,United States,"Bring together in association women's voluntary organizations from all parts of the world for consultation and action to promote the welfare of mankind, the family and the individual; support all efforts to achieve peace through negotiation, arbitration, and conciliation; promote recognition and respect for human rights and work for the removal of discrimination, such as that based on birth, race, sex, language or religion; promote equal rights and responsibilities for both sexes in all spheres; encourage women to recognise their responsibilities in the community and train and stimulate them to participate in public life on local, national and international levels; deepen the understanding and increase the mutual sympathies of women through international contacts.","Has supported from the beginning the ideas of international peace and arbitration, equal legal status for women (including suffrage and rights of citizenship, equal pay for equal work), family and child welfare. Work is directed to making known the principles of human rights and achieving their application in every aspect of life. International Standing Committees (13) on: Arts and Letters (with a Sub-Committee on Music); Child and Family; Economics; Education; Environment and Habitat; Health; Home Economics; International Relations and Peace; Laws and Status of Women; Mass Media; Migration; Social Welfare; Women and Employment. Studies questions which affect the status of women and their capacity to play an active part in all aspects of life. Regional seminars on human rights, literacy, education, the advancement of women and their participation in economic and social development. Member of planning committee on 1985 World Conference of the Decade of Women.",B,0,,0,Legal Equality,Rule of law,Rule of law,0,0,0,0,0,0,,0,0,1,,0,1,1,,1,0,0,1,,1,0,0,0,0,1,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,,0,0,0,,0,1,0,0,1,1,1,0,0,,,0,0,0,1,1,1,0,0,1,,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,,1,0,0,1,0,,0,,1,1,1,0,0,,1,0,1,0,1,0,0,1,0,0,0,1,0,,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,,0,1,0,1,,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,,0,0,1,,1,0,0,0,0,0,0,1,0,1,1,,1,1,0,0,0,1,1,1,,0,0,1,,0,1,1,1,,0,0,0,0,0,0,,0,1,73,73,,
B2205,1990,International League for Human Rights (ILHR),1941,United States,"Promote application of those guarantees of civil, economic and social rights contained in the Universal Declaration of Human Rights adopted by the United Nations in 1948 and in the International Covenants on Human Rights.","Works to implement international human rights standards and agreements, adopted by the United Nations and other intergovernmental bodies. Monitors and contributes to human rights work of the United Nations through: United Nations Commission on Human Rights; United Nations Sub-Commission on the Prevention of Discrimination and Protection of Minorities; United Nations Human Rights Committee; and United Nations Committee on the Elimination of Racial Discrimination. Investigates human rights violations; intervenes directly with governments; makes representations before international bodies; conducts research and educational programmes; publishes special reports on human rights conditions; assists victims; sends observers to political trials; dispatches special investigative missions to inquire into specific violations and effect redress; supports and helps establish human rights groups in different countries; works to establish international human rights standards. Public and private meetings. Annual Human Rights Prize awarded. ",D,1,,0,Political Rights/Liberties/Freedoms,Civil liberties,Civil liberties,0,0,0,0,0,0,,0,0,1,,0,0,1,,0,0,1,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,,0,0,0,1,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,1,1,0,,0,0,0,0,0,0,,0,0,25,25,,
B2325,1990,International Organization of Journalists (IOJ),1946,Denmark,"Maintain peace and consolidation of friendship among peoples through free, accurate and honest information of public opinion; struggle against spreading of war psychosis and war propaganda, against fascist propaganda of any sort, nationalist or racial hatred and against creation of international tension by means of falsehoods and calumnies; protect freedom of the press and of journalists against the influence of monopolies; defend the right of every journalist to write according to his conscience and conviction; protect the rights of colonial peoples and national minorities to publish newspapers in their native language; support journalists who have been persecuted for defence of peace, progress, justice and independence of their countries; protect journalists' rights; struggle for the improvement of journalists' material conditions; gather and disseminate all information concerning living conditions of journalists in all countries (collective agreements, salaries, professional training); struggle against falsehoods; calumnies and misinformation, against every form of journalistic activity in the service of interests which are contrary to those of the working masses.","Deals with the status, rights and responsibilities of journalists, their professional and social problems, protection of journalists while exercising their profession, issues of journalistic ethics and training of journalists. Special attention is devoted to peace, disarmament, human rights, racism, apartheid, decolonization and the establishment of the New International Information and Communication Order. Organizes conferences, seminars, symposia, exhibitions and training courses. Engages in publishing and information activity. A database to serve as a clearing house for mass communication is being set up.
IOJ maintains Training Centres, Solidarity Schools and Clubs:
Georgi Dimitrov International Institute of Journalism (#EE0196), Sofia; International House of Journalists, Balatonszeplak (#UG4406), Balatonszeplak, Hungary; International Rest Home for Journalists, Varna (#UG4407), Varna (Sofia); International Section of the Faculty of Journalism of the 'Stefan Gheorghiu Academy', Bucharest; Interpress Auto Club (#FF4409), Warsaw; IOJ Budapest International Institute for Training of Journalists (IITJ, #EE4008), Budapest; IOJ International Club of Agricultural Journalists (#FF8852) in Sofia; IOJ International Photosection (#EE4408), Berlin (German DR); Jose Marti International Institute of Journalism (#EE6153), Havana, 'IOJ Julius Fucik School of Solidarity in Czechosiovakia', Prague; 'School of Solidarity for the Training and Qualification of Journalists' Baghdad; Werner Lamberz International Institute of Journalism, College of Solidarity (#GG6653), Berlin (German DR). Instrumental in setting up International Court of Honour (#HH7263)",B,1,,0,Press,Civil liberties,Civil liberties,0,0,1,0,1,0,,1,0,1,,0,1,1,,0,1,1,1,,0,0,1,0,0,1,,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,,1,0,1,,1,1,0,0,1,1,1,1,0,,,0,1,0,0,1,1,0,0,1,,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,,1,0,1,0,1,,1,,1,1,0,1,0,,0,0,1,0,0,0,1,1,0,1,1,1,0,,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,,0,0,0,1,,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,,,0,1,1,,1,1,0,1,0,0,1,1,1,1,1,,1,0,0,0,0,1,1,1,,0,0,1,,0,1,1,1,,0,1,1,0,1,1,,1,1,112,112,,
B2343,1990,International PEN,1921,United Kingdom,"Promote and maintain friendship and intellectual cooperation between men of letters in all countries in the interests of literature, freedom of expression and international goodwill. PEN is not concerned with State or party politics and must not be used to served their interests. PEN Charter affirms that literature should remain common currency in spite of political or international upheavals and that works of art are the property of humanity at large; and stands for the unhampered transmission of thought within and between nations.","Local meetings organized individually by Centres, many of which publish their own newsletters, books and pamphlets. 'PEN Writers in Prison Committee' works for the release of writers imprisoned for expressing their opinions; 'PEN Foundation Emergency Fund,' based in the Netherlands, gives practical aid to the dependents of imprisoned or harassed writers. Programme and Translations Committee encourages translation from and between 'small' languages.",B,1,,0,Press,Civil liberties,Civil liberties,0,0,0,0,0,0,,0,0,1,,0,1,1,,0,0,1,0,,1,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,,0,0,1,,1,1,0,0,0,0,1,0,0,,,0,0,0,0,1,1,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,,0,0,0,1,0,,0,,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,1,0,1,,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,0,0,1,,1,0,0,0,0,0,0,0,1,1,0,,0,1,0,0,0,0,0,0,,0,0,0,,0,1,1,1,,0,1,0,0,0,0,,0,0,58,58,,
